Source,Nom,Secteur,Ville,Téléphone,Email,Note Google,Nb Avis,Points Forts,Problème,Accroche,Site web,Adresse,URL Maps,Gamme Prix,Services,Editorial,Citation Neg
France,Vabbuo,Pizzeria,Nice,07 71 81 06 70,,4.6,1153,"accueil, excellent, top",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"10 Rue Meyerbeer, 06000 Nice, France",https://maps.google.com/?cid=9318259413814990026,modere,"a emporter, reservable en ligne, sur place, vegetarien, dejeuner, diner",,
France,Pizze,Pizzeria,Nice,06 10 54 04 39,,4.5,133,"qualite, excellent, accueil",les clients ne peuvent pas voir vos realisations avant de vous choisir,"Un de vos clients sur Google signale que c'est les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Les artichauts ont une trace de moisissure sur la photo et la persillade c est des feuilles de basilic … avec des têtes"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",NON,"Bd de Montréal, 06200 Nice, France",https://maps.google.com/?cid=2625171793800964946,,"livraison, a emporter, reservable en ligne, sur place, diner, PMR",,"Une pizza prise sur uber, payée 19€.
Les artichauts ont une trace de moisissure sur la photo et la persillade c est des feuilles de basilic … avec des têtes.
Pourtant bonne…. Mais dégoûtée de se que j"
France,Kebab City,Kebab,Nice,06 52 43 39 81,,3.9,12,,peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"5 Pl. de l'Armée du Rhin, 06300 Nice, France",https://maps.google.com/?cid=7315280487690342356,,"livraison, a emporter, sur place, click&collect",,Kebab trop petit foutage de gueule pour 10€  le menu !
France,Planet Sandwichs,Kebab,Nice,06 59 99 40 50,,4.3,153,"excellent, accueil, chaleureux",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"3 Av. Thiers, 06000 Nice, France",https://maps.google.com/?cid=670998615176521565,,"livraison, a emporter, sur place",,
France,La Grillade Niçoise,Kebab,Nice,07 45 10 12 78,,4.6,311,"rapide, accueil, qualite",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"1 Rue Thaon de Revel, 06300 Nice, France",https://maps.google.com/?cid=17904656802260540679,,"a emporter, sur place, dejeuner, diner",,
France,Lil’s Food,Kebab,Nice,07 68 68 91 18,,4.6,104,"accueil, chaleureux, professionnel",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"7 Pl. du Général Goiran, 06100 Nice, France",https://maps.google.com/?cid=5814508353383836297,,"livraison, a emporter, sur place, dejeuner, diner",,
France,Aux Delices de la Buffa,Boulangerie,Nice,06 66 56 38 23,,4.6,242,"accueil, gentil, chaleureux",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"20 Rue de la Buffa, 06000 Nice, France",https://maps.google.com/?cid=6263796933791602812,,"petit-dej, PMR",,
France,Barber House Port,Barbier,Nice,07 61 73 84 72,,4.6,397,"ecoute, top, sympathique",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"7 Bd Franck Pilatte, 06300 Nice, France",https://maps.google.com/?cid=3242041710085474670,,PMR,,
France,My Barberhood,Barbier,Nice,06 88 44 60 24,,4.5,86,"accueil, qualite, honnete",impossible de reserver ou prendre rendez-vous en ligne,"Un de vos clients sur Google signale que c'est impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""Je suis venue hier lundi 3 juin on m’a dis le coiffeur il est pas là, je reprend un rdv pour aujourd’hui mardi 4 juin on me dis le"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",NON,"17 Rue Frédéric Passy, 06000 Nice, France",https://maps.google.com/?cid=8040007793949547826,,,,"Habituellement, je me fais couper les cheveux par Chris, qui est un très bon coiffeur. C'est dommage que je doive mettre cette note, car même si Brandon est sympathique, il a vraiment fait n'importe q | Je suis venue hier lundi 3 juin on m’a dis le coiffeur il est pas là, je reprend un rdv pour aujourd’hui mardi 4 juin on me dis le coiffeur il est pas là.. même pas un désoler rien alors que sa fait 1"
France,The barber Times,Barbier,Nice,06 99 54 79 07,,4.6,30,"ecoute, top, accueil",l'organisation des rendez-vous cree de l'attente,"Un de vos clients sur Google signale que c'est l'organisation des rendez-vous cree de l'attente. Un d'eux a meme ecrit : ""Je rentre aujourd’hui pour me couper les cheveux, j’ai demandé combien de attente 2 personne OK , assis et attendre mon tour 45 mi"" C'est frustrant, ce qui frustre vos clients fideles. La solution : un systeme de reservation en ligne qui evite les embouteillages.",NON,"49 Bd René Cassin, 06200 Nice, France",https://maps.google.com/?cid=3642182370461043161,,,,"Ne vous rendez pas dans ce salon ! Ne sais même pas faire un simple dégradé, j’ai du retourner chez un autre coiffeur tellement c’était horrible ce qui m’a fait! Je sais pas si c’est ma tête de blanc  | A FUIR 🛑🛑🛑 Si je pouvais mettre 0 étoile je l’aurais fait….
Je rentre aujourd’hui pour me couper les cheveux, j’ai demandé combien de attente 2 personne OK , assis et attendre mon tour 45 min , quand"
France,BARBER HOUSE,Barbier,Nice,07 69 03 68 02,,4.6,24,"ecoute, professionnel, chaleureux",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"5 Rue Auguste Gal, 06300 Nice, France",https://maps.google.com/?cid=8504874610404997891,,,,
France,Street barber,Barbier,Nice,06 65 98 57 73,,4.4,77,"top, accueil, professionnel",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"15 Rue Châteauneuf, 06000 Nice, France",https://maps.google.com/?cid=13298274028596732942,,,,
France,Modern Nails,Nail Art,Nice,06 78 86 64 42,,4.5,187,"accueil, rapide, top",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"2 Rue Barla, 06300 Nice, France",https://maps.google.com/?cid=16002343135435596300,,,,
France,America nails,Nail Art,Nice,07 65 67 11 11,,4.4,66,"professionnel, honnete, souriant",les clients ne peuvent pas voir vos realisations avant de vous choisir,"Un de vos clients sur Google signale que c'est les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Je mets une une étoile pour pouvoir laisser mon avis,institut sale pas digne de ce nom,employés désagréables ,la responsable malho"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",NON,"10 Bd Lech Walesa, 06300 Nice, France",https://maps.google.com/?cid=8394749447499231132,,,,"Je mets une une étoile pour pouvoir laisser mon avis,institut sale pas digne de ce nom,employés désagréables ,la responsable malhonnête,mes ongles mal faits exemple,des ongles qui sautent au bout de 2"
France,Saigon Nails & Beauty,Nail Art,Nice,06 16 35 09 01,,4.3,47,"accueil, propre, gentil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"36 Bd Raimbaldi, 06000 Nice, France",https://maps.google.com/?cid=17820968604161959932,,,,"Je déconseille fortement, la politesse et le service client est tout sauf présent dans ce salon. J’ai demander une couleur bordeaux je suis repartie avec du marron, j’ai bien préciser que je voulais u"
France,Nails Daily,Nail Art,Nice,06 11 03 09 78,,3.7,9,"propre, professionnel, rapide",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"25 Rue du Commandant Raffalli, 06000 Nice, France",https://maps.google.com/?cid=9689722422415870537,,,,
France,EM Plomberie - Plombier dans le 06,Plombier,Nice,06 29 98 10 63,,4.6,76,"rapide, professionnel, efficace",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"8 Rue du Comté Vert Amédée VI, 06300 Nice, France",https://maps.google.com/?cid=14507898014486436905,,PMR,,
France,Zpe,Peintre,Nice,06 20 41 34 13,,4.3,26,"rapide, reactif, propre",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"11 Rue Jean Canavèse, 06100 Nice, France",https://maps.google.com/?cid=15761902604705877334,,,,Très sympathique rien a dire mais quand même déçu du travail réalisé aucune finition. C'est bien dommage je suis victime d'un sinistre chez moi d'un dégât des eaux et franchement je m'en serais bien p
France,Iso Concept 06,Menuisier,Nice,06 35 43 13 26,,3.3,7,"professionnel, qualite, rapide",les clients ne peuvent pas voir vos realisations avant de vous choisir,"Un de vos clients sur Google signale que c'est les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""L Architecte et moi-même avons été obligé de prendre un autre menuisier (après l’avoir remercié « pour être polie"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",NON,"3 Av. Malaussena, 06000 Nice, France",https://maps.google.com/?cid=7075785145657783819,,,,"HORRIBLE
BAS DE GAMME
Surtout ne faites pas affaire avec cette entreprise, Monsieur Mounir
se dit soi-disant menuisier, laisse un travail inacceptable, des matériaux pire que IKEA
(Contre plaqué, abîm"
France,BATI SUD- construction à Nice,Macon,Nice,06 14 61 76 70,,4.5,6,"conseil, sympathique, professionnel",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"61 Rue Rossini, 06000 Nice, France",https://maps.google.com/?cid=16346666675071609642,,,,
France,becker gym,Salle de Sport,Nice,06 08 11 46 43,,4.4,10,"ecoute, top, professionnel",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"25 Rue Tonduti de l'Escarène, 06000 Nice, France",https://maps.google.com/?cid=3532858311886334826,,,,
France,Épicerie le hanout,Epicerie,Nice,07 66 03 43 77,,3.8,30,accueil,impossible de reserver ou prendre rendez-vous en ligne,"Un de vos clients sur Google signale que c'est impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""Cliente depuis deux ans , navrée de constater que le chiffre est avant, la mémoire est plus que courte et l’arnaque est au rendez-"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",NON,"40 Rue Châteauneuf, 06000 Nice, France",https://maps.google.com/?cid=13328306603627856204,,livraison,,"Cliente depuis deux ans , navrée de constater que le chiffre est avant, la mémoire est plus que courte et l’arnaque est au rendez-vous. Absolument pas commercial qui plus est, je recommande une épicer | nuisance sonore bien après minuit . c est une épicerie de quartier , pas une discothèque"
France,Épicerie du coin Clémenceau,Epicerie,Nice,07 44 55 27 12,,4.3,6,"accueil, sympathique, professionnel",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"34 Rue Guiglia, 06000 Nice, France",https://maps.google.com/?cid=14727256955531829838,,,,Vends des produits périmés de plus d'un mois!
France,Alimentation la Vençoise,Epicerie,Nice,06 17 80 04 54,,4.4,10,"accueil, rapide",vos horaires sont introuvables ou incorrects en ligne,"Un de vos clients sur Google signale que c'est vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Ouvert tous les jours et tard le soir"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"140 Bd Gambetta, 06000 Nice, France",https://maps.google.com/?cid=3717977225908935586,,"livraison, a emporter, PMR",,Ouvert tous les jours et tard le soir. Fait aussi rotisserie. | Ça pue le sol colle
France,Azuréa magasin market,Epicerie,Nice,06 98 52 68 27,,4.6,13,"accueil, chaleureux, sympathique",vos nouveaux clients ont du mal a vous trouver,"Un de vos clients sur Google signale que c'est vos nouveaux clients ont du mal a vous trouver. Un d'eux a meme ecrit : ""Nouveau concept de point relais, désormais il faut que vous alliez trouver vous-même votre colis parmi tous les colis présents"" C'est frustrant, meme quand ils cherchent exactement ce que vous proposez. La solution : un site optimise pour apparaitre sur Google quand on cherche votre activite.",NON,"10 Rue de Belgique, 06000 Nice, France",https://maps.google.com/?cid=1385401899798596989,,"livraison, PMR",,"Nouveau concept de point relais, désormais il faut que vous alliez trouver vous-même votre colis parmi tous les colis présents. Étonnant pour un point relais."
France,Alimentation generale fruits et legumes jean romeo,Epicerie,Nice,06 38 97 51 46,,3.8,24,"sympathique, frais",vos horaires sont introuvables ou incorrects en ligne,"2 de vos clients sur Google se plaignent du meme probleme : vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Horaires pas à jour, femer tôt"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"19 Rue du Marché, 06300 Nice, France",https://maps.google.com/?cid=3538354608547627723,,livraison,,"Je n’ai jamais vue quelqu’un d’aussi execrable que la personne chargé du magasin aujourdhui dimanche 3 aout 23h40 , on nous a dit qu’on etait a la ramasse ; qu’on dormais car on a mis visiblement trop | Horaires pas à jour, femer tôt"
France,L’épicerie du coin,Epicerie,Nice,07 51 54 24 70,,4.0,56,"accueil, sympathique, gentil",vos horaires sont introuvables ou incorrects en ligne,"3 de vos clients sur Google se plaignent du meme probleme : vos horaires sont introuvables ou incorrects en ligne. Un d'eux a meme ecrit : ""Souvent fermé malgré l'amplitude horaire affichée"" C'est frustrant, et vos clients se deplacent pour rien. La solution : un site avec vos horaires toujours a jour.",NON,"15 R. Andrioli, 06000 Nice, France",https://maps.google.com/?cid=3212224772854643544,,livraison,,"POINT RELAIS À FUIR !!! Arrivé devant le magasin, message prévenant d'une absence (cf. photo)... J'attends donc me disant qu'il s'agit d'un imprévu, puis en regardant les avis clients je vois qu'il s' | sans aucun respect... la personne ne respecte quasiment jamais les horaires d'ouverture et de fermeture. un panneau qui dit arrivée à 18h....à 19h je l'appelle au téléphone et la personne me répond..."
France,Vucciria,Pizzeria,Nantes,06 14 07 60 43,,4.5,557,"excellent, top, accueil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"2 Rue de Jemmapes, 44000 Nantes, France",https://maps.google.com/?cid=2067940789381757824,modere,"a emporter, reservable en ligne, sur place, vegetarien, petit-dej, dejeuner, diner","Ce restaurant clair, avec véranda et terrasse, sert des plats italiens sous forme de menu unique du jour.",
France,L'atelier de la pizza,Pizzeria,Nantes,06 04 14 20 47,,4.6,14,"accueil, sympathique, qualite",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"Pl. du Commandant Jacques-Yves-Cousteau, 44300 Nantes, France",https://maps.google.com/?cid=523016027958262827,,"a emporter, PMR",,"Pizza plate et non garnie. Pour la première fois chez vous, nous sommes très déçus! | ESCROQUERIE ! Pizza annoncée 33cm, 30cm dans la boîte, plus proche de la 28 pour le coup.
Curé nantais remplacé par un mauvais Chaussé aux moines ou Raclette...
Tout est dit..."
France,kebab des ducs,Kebab,Nantes,06 23 27 09 77,,4.0,66,"delicieux, maison, gentil",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Je suis pas à 2€ près mais autant afficher les bons prix"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"24 Rue de Strasbourg, 44000 Nantes, France",https://maps.google.com/?cid=12478170857900234284,,"livraison, a emporter, sur place, dejeuner, diner",,"Je n'ai jamais mangé un tacos aussi maigre, sans sauce, une poignée de frites avec. pour 9€50 un menu léger en quantité et en qualité.
J'aurais du lire les avis.... Ça en fera un de plus | Un kebab sec sans saveurs qui donne mal au ventre à ne pas y aller. J’ai eu du mal à finir mon plat mais pas à cause de la quantité…"
France,BARBER SHOP,Barbier,Nantes,07 67 20 09 69,,4.2,26,"rapide, accueil, qualite",impossible de reserver ou prendre rendez-vous en ligne,"Un de vos clients sur Google signale que c'est impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""Le nouveau coiffeur ne sait pas du tout coiffé il m'a complètement raté vous ne devriez pas embauché des incompétent"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",NON,"49 Quai de la Fosse, 44000 Nantes, France",https://maps.google.com/?cid=14413365292234251538,,PMR,,Le nouveau coiffeur ne sait pas du tout coiffé il m'a complètement raté vous ne devriez pas embauché des incompétent
France,Baltimore,Barbier,Nantes,07 68 13 88 16,,4.2,19,,impossible de reserver ou prendre rendez-vous en ligne,"Un de vos clients sur Google signale que c'est impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""Très mauvaise expérience car malgré mon rdv pris, le coiffeur a refusé de s'occuper de moi"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",NON,"3 Rue Sainte-Catherine, 44000 Nantes, France",https://maps.google.com/?cid=12626735699330639189,,,,"Très mauvaise expérience car malgré mon rdv pris, le coiffeur a refusé de s'occuper de moi. Ce comportement n'est pas du tout professionnel. Je n'irai plus. Les autres fois j'avais un rdv mais le coif | J’aime bien emmener mes petits frères se coiffer là bas, mais ils sont fermés tout le temps depuis un moment et n’actualisent pas le statut en ligne. Prévenez au moins. On s’est déplacés 3 fois pour r"
France,Chantal T Institut,Estheticienne,Nantes,06 59 02 10 05,,4.6,120,"professionnel, rapide, qualite",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"5 Rue de la Verrerie, 44000 Nantes, France",https://maps.google.com/?cid=4871691949739818203,,,,
France,Natacha Institut,Estheticienne,Nantes,06 61 50 89 47,,3.9,23,"sympathique, accueil, professionnel",impossible de reserver ou prendre rendez-vous en ligne,"2 de vos clients sur Google se plaignent du meme probleme : impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""J'avais rendez-vous pour une épilation, l'esthéticienne pas très classe m'accueille gentiment mais en entrant dans la salle de soi"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",NON,"13 Rue de la ville en Pierre, 44000 Nantes, France",https://maps.google.com/?cid=3328302966860933533,,,,"Prise de rdv rapide (j'ai appelé la veille pour le lendemain) et prix accessibles. L'institut est vieillot et peu attractif. Mais la professionnelle est sympathique et chaleureuse. Le travail était as | J'avais rendez-vous pour une épilation, l'esthéticienne pas très classe m'accueille gentiment mais en entrant dans la salle de soins je me rends compte qu'il y a de la poussière partout et de la cire"
France,Fit & Lifestyle,Salle de Sport,Nantes,06 67 49 94 42,,4.3,6,"professionnel, excellent",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"28 Rue des Grands Pâtis, 44300 Nantes, France",https://maps.google.com/?cid=3983134715848041239,,,,
France,Carrosserie Bhs,Garage,Nantes,06 18 51 30 86,,4.4,47,"professionnel, accueil, rapide",les informations sur vos services sont difficiles a trouver,"Un de vos clients sur Google signale que c'est les informations sur vos services sont difficiles a trouver. Un d'eux a meme ecrit : ""Aucune information transmise, pas de suivi, et au moment de récupérer la voiture :"" C'est frustrant, et vos clients posent toujours les memes questions. La solution : un site avec une FAQ et vos services bien detailles.",NON,"31 Bd du Massacre, 44800 Saint-Herblain, France",https://maps.google.com/?cid=3330689478187502403,,PMR,,"J’ai déposé mon véhicule pour une simple vidange + points de contrôle et je suis resté sans nouvelles pendant deux jours. Aucune information transmise, pas de suivi, et au moment de récupérer la voitu"
France,Épicerie Zana 25,Epicerie,Nantes,07 67 65 92 47,,4.0,30,"accueil, sympathique, gentil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"2 Bd Léon Jouhaux, 44100 Nantes, France",https://maps.google.com/?cid=11353411238590872215,,,,"Je ne conseil pas, personne pas du tout aimable et a refusé ma petite monnaie sur un article à 1€ ! Il y a une épicerie beaucoup mieux pas très loin de la leur je la recommande fortement"
France,Epicerie dalby Alimentation,Epicerie,Nantes,07 58 67 09 17,,4.4,47,"accueil, sympathique, rapide",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Épiceries vide, prix excessifs"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"73 Bd Ernest Dalby ***Eng***, 44000 Nantes, France",https://maps.google.com/?cid=8691176747064221196,,livraison,,"Épiceries vide, prix excessifs"
France,Epicerie Chez Le Z,Epicerie,Nantes,06 28 96 12 58,,4.6,182,"accueil, qualite, propre",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"85 Rue de la Convention, 44100 Nantes, France",https://maps.google.com/?cid=1902570419297820170,,"livraison, PMR",,
France,Épicerie du Ciel,Epicerie,Nantes,07 51 02 27 32,,4.4,33,conseil,difficile a joindre par telephone,"Un de vos clients sur Google signale que c'est difficile a joindre par telephone. Un d'eux a meme ecrit : ""J’ai passer la commande aux téléphone elle me dit de passer dans 30 minutes et 30 minutes après je viens elle me dit d’attendre 30"" C'est frustrant, surtout quand on a besoin d'un renseignement ou d'un devis urgent. La solution : un formulaire de contact en ligne disponible 24h/24.",NON,"6 Rue Léon Blum, 44000 Nantes, France",https://maps.google.com/?cid=14651221930874761094,,livraison,,"Assez mitigé...
Nous avions pris 2 assiettes d'accras et la quantité reste à désirer. La qualité du produit est incroyable, c'est délicieux. mais la quantité est difficile à accepter pour 8€.
Nous pen | J’ai passer la commande aux téléphone elle me dit de passer dans 30 minutes et 30 minutes après je viens elle me dit d’attendre 30 minutes encore dégoûté je lui dit que c’est trop long pour moi elle m"
France,Vietnems - Épicerie et traiteur asiatique,Epicerie,Nantes,06 38 67 99 41,,3.6,39,"accueil, excellent, maison",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Attention à l'affichage des prix"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"41 Chau. de la Madeleine, 44000 Nantes, France",https://maps.google.com/?cid=3312742624859351747,,livraison,,"Cuisine très bonne.

Attention à l'affichage des prix. J'ai commandé sur place mais j'ai du payer plus cher que ce qu'il y avait d'affiché. Aucune mention d'un prix plus élevé si l'on mangeait sur pla"
France,Shop la grace,Epicerie,Nantes,07 58 59 73 20,,3.0,23,"accueil, top",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"64 Rte de la Chapelle-sur-Erdre, 44300 Nantes, France",https://maps.google.com/?cid=12728057698676504365,,livraison,,"Quand on rentre sa sent l'odeur de moisie rien et frais même au frigo
Le personel Très désagréable a fuir de toute urgence
Je ne comprends pas pourquoi il y a pas de service d'hygiène pour faire une p | Point relais à fuir absolument… impossible de récupérer mon colis après plusieurs tentatives… je suis venue une 1ere fois un dimanche, on me dit qu’il faut venir du lundi au samedi de 11h à 18h, ce qu"
France,Cadix épicerie Nantes,Epicerie,Nantes,06 95 51 38 81,,4.1,18,"accueil, sympathique, disponible",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"37 Rue Paul Painlevé, 44000 Nantes, France",https://maps.google.com/?cid=15268444703952931805,,,,"Vide même pas les produits de base | Mauvais accueil. Nouveau magasin qui heurte l'atmosphère familiale du quartier, je déconseille vivement.
Je suis assez surpris des autres commentaires."
France,Pizza Mario près d’arène,Pizzeria,Montpellier,07 56 94 98 44,,4.4,59,"accueil, chaleureux, rapide",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"Av. du Mas d'Argelliers, 34000 Montpellier, France",https://maps.google.com/?cid=18315026075029484363,,,,"Quand je vois la note globale j’ai un peu de mal à y croire, on a commander 4 pizzas toute avec une saveur différentes quand on est rentré on s’est même demander si il n’y avais pas une erreur de comm"
France,Pizza Ross,Pizzeria,Montpellier,06 66 58 27 66,,4.4,200,"accueil, professionnel, qualite",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"14 Pl. de la Comédie, 34000 Montpellier, France",https://maps.google.com/?cid=161310334350826914,,"livraison, a emporter, sur place, vegetarien, dejeuner, diner",,"Assez déçu de la garniture pour une pizza à plus de 10 euros, des croûtes au milieu de la pizza et très peu de fromage, champignons et sauce tomate. Habituellement elle sont mieux garnie"
France,🇮🇹🍕Rosa Italian - Pizza & Pasta - Hall All Food Montpellier Prêt d’arènes,Pizzeria,Montpellier,07 66 28 31 10,,4.6,18,"accueil, excellent, chaleureux",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"All Food à gauche du Intermarché, 504 Av. du Mas d'Argelliers, 34070 Montpellier, France",https://maps.google.com/?cid=3324479731020152285,,"a emporter, sur place, PMR",,"Je trouvais bizarre que ce soit déjà froid après 10 minutes de trajet. J’aurais dû vérifier sur place, j’ai cru manger une pizza qui datait de plusieurs heures, aucune saveur. Je n’y retournerai pas."
